SR_no,ATM ID,SD & T,ED &T
8787,S1ANDM29,43450.42014,43450.62778
8788,S1ANDM29,43450.6875,43451.69167
8789,S1ANDM29,43451.57292,43451.62986
8790,S1ANDM29,43452.62361,43452.77569
8791,S1ANDM29,43452.89931,43453.71528
8792,S1ANDM29,43453.74861,43454.41875
8793,S1ANDM29,43454.41875,43455.38194
8794,S1ANDM29,43455.84375,43456.40556
8795,S1ANDM29,43456.90278,43457.37778
8796,S1ANDM29,43457.37778,43460.40139
8797,S1ANDM29,43458.53681,43458.61042
8798,S1ANDM29,43460.49167,43460.53819
8799,S1ANDM29,43460.54722,43460.65833
8800,S1ANDM29,43460.67153,43460.76319
8801,S1ANDM29,43460.76319,43461.67361
8802,S1ANDM29,43462.97778,43463.25208
8803,S1ANDM30,43435.20486,43435.35208
8804,S1ANDM30,43439.45417,43439.59097
8805,S1ANDM30,43450.28958,43450.47708
8806,S1ANDM30,43460.40139,43460.47708
8807,S1ANDM30,43460.63472,43460.71458
8808,S1ANDM30,43460.73403,43460.78403
8809,S1ANDM30,43460.82222,43461.34653
8810,S1ANDM30,43462.83264,43463.36667
8811,S1ANDM30,43463.50208,43463.57431
8812,S1ANDM30,43463.66181,43463.71458
8813,S1ANDM30,43463.71458,43463.85625
8814,S1ANDM30,43464.67708,43464.73125
8815,S1ANDM30,43464.74931,43465.64097
8816,S1ANDM31,43435.45556,43435.58611
8817,S1ANDM31,43435.60903,43435.67431
8818,S1ANDM31,43435.74931,43436.44514
8819,S1ANDM31,43436.44444,43436.73403
8820,S1ANDM31,43436.74028,43436.88542
8821,S1ANDM31,43436.88542,43437.36944
8822,S1ANDM31,43437.40764,43437.49028
8823,S1ANDM31,43437.50903,43437.59861
8824,S1ANDM31,43437.64028,43439.42014
8825,S1ANDM31,43439.2,43439.25069
8826,S1ANDM31,43444.43403,43444.48403
8827,S1ANDM31,43444.72917,43444.80347
8828,S1ANDM31,43455.15694,43455.25764
8829,S1ANDM31,43456.76181,43457.32222
8830,S1ANDM33,43435.95764,43436.29375
8831,S1ANDM33,43436.96042,43437.30208
8832,S1ANDM33,43437.96111,43438.29583
8833,S1ANDM33,43438.95903,43439.29653
8834,S1ANDM33,43439.95903,43440.29583
8835,S1ANDM33,43440.55486,43440.78264
8836,S1ANDM33,43440.79722,43442.29444
8837,S1ANDM33,43440.95972,43441.3
8838,S1ANDM33,43442.92847,43444.65278
8839,S1ANDM33,43442.93819,43443.29653
8840,S1ANDM33,43443.95069,43444.29583
8841,S1ANDM33,43444.95694,43445.3
8842,S1ANDM33,43445.95694,43446.29792
8843,S1ANDM33,43446.95625,43447.29722
8844,S1ANDM33,43447.71944,43448.35278
8845,S1ANDM33,43447.95278,43448.29444
8846,S1ANDM33,43448.95417,43449.29792
8847,S1ANDM33,43449.95347,43450.29722
8848,S1ANDM33,43450.96458,43451.29653
8849,S1ANDM33,43451.96528,43452.29583
8850,S1ANDM33,43452.96528,43453.29583
8851,S1ANDM33,43453.96736,43454.29514
8852,S1ANDM33,43454.96528,43455.29167
8853,S1ANDM33,43455.96528,43456.29583
8854,S1ANDM33,43456.96458,43457.29514
8855,S1ANDM33,43457.96597,43458.29722
8856,S1ANDM33,43458.96597,43459.29653
8857,S1ANDM33,43459.96458,43460.29583
8858,S1ANDM33,43460.96528,43461.29514
8859,S1ANDM33,43461.84167,43462.42222
8860,S1ANDM33,43461.96528,43462.29514
8861,S1ANDM33,43462.96667,43463.29583
8862,S1ANDM33,43463.96528,43464.29583
8863,S1ANDM33,43464.96458,43465.29583
8864,S1ANDM33,43465.57708,43465.63333
8865,S1ANDM33,43465.96597,43466.29306
8866,S1ANDM37,43436.31667,43436.43958
8867,S1ANDM37,43445.63333,43445.78542
8868,S1ANDM37,43446.87153,43447.44514
8869,S1ANDM37,43447.31875,43447.36528
8870,S1ANDM37,43448.84306,43449.45069
8871,S1ANDM37,43456.55972,43457.64931
8872,S1ANDM37,43457.71389,43458.39722
8873,S1ANDM37,43459.23472,43459.28472
8874,S1ANDM37,43462.525,43462.61042
8875,S1ANDM40,43435.12986,43435.48264
8876,S1ANDM40,43435.48264,43435.86597
8877,S1ANDM40,43447.75278,43447.92569
8878,S1ANDM40,43451.58611,43451.65208
8879,S1ANDM40,43458.74375,43459.41667
8880,S1ANDM40,43460.52431,43460.59653
8881,S1ANDM50,43437.57292,43437.64028
8882,S1ANDM50,43454.15625,43454.25903
8883,S1ANDM50,43460.48819,43460.67153
8884,S1ANDM50,43463.05417,43463.27361
8885,S1ANDM50,43464.07569,43464.27708
8886,S1ANDM52,43444.61667,43444.68889
8887,S1ANDM52,43444.62014,43444.73472
8888,S1ANDM52,43444.73542,43444.84583
8889,S1ANDM52,43447.53542,43447.73264
8890,S1ANDM52,43447.59167,43447.70069
8891,S1ANDM52,43447.84375,43448.44583
8892,S1ANDM52,43449.35625,43449.58472
8893,S1ANDM52,43451.60278,43451.675
8894,S1ANDM52,43451.60278,43451.88611
8895,S1ANDM52,43451.78194,43451.84097
8896,S1ANDM52,43457.92569,43458.28194
8897,S1ANDM52,43457.92569,43458.52014
8898,S1ANDM52,43458.52014,43466.81944
8899,S1ANDM52,43458.56111,43458.61181
8900,S1ANDM52,43458.56111,43458.61181
8901,S1ANDM52,43463.92708,43464.34028
8902,S1ANDM53,43435.95347,43436.25417
8903,S1ANDM53,43436.97222,43437.24444
8904,S1ANDM53,43437.98958,43438.25764
8905,S1ANDM53,43438.52847,43438.59722
8906,S1ANDM53,43438.62014,43438.71389
8907,S1ANDM53,43438.71389,43439.72431
8908,S1ANDM53,43438.96806,43439.24444
8909,S1ANDM53,43439.74444,43440.40833
8910,S1ANDM53,43439.96319,43440.25069
8911,S1ANDM53,43440.4375,43440.66181
8912,S1ANDM53,43440.96597,43441.2625
8913,S1ANDM53,43441.98194,43442.25625
8914,S1ANDM53,43442.9,43443.29028
8915,S1ANDM53,43443.96389,43444.26528
8916,S1ANDM53,43444.93958,43445.26319
8917,S1ANDM53,43445.98125,43446.27917
8918,S1ANDM53,43446.93472,43447.26111
8919,S1ANDM53,43447.96667,43448.27361
8920,S1ANDM53,43448.95069,43449.25972
8921,S1ANDM53,43449.94444,43450.26389
8922,S1ANDM53,43450.97153,43451.27639
8923,S1ANDM53,43451.92917,43452.24792
8924,S1ANDM53,43452.96528,43453.26181
8925,S1ANDM53,43453.96528,43454.275
8926,S1ANDM53,43454.91111,43455.26806
8927,S1ANDM53,43455.96389,43456.25764
8928,S1ANDM53,43456.97778,43457.25833
8929,S1ANDM53,43457.9625,43458.25694
8930,S1ANDM53,43458.93611,43459.25833
8931,S1ANDM53,43459.96389,43460.27847
8932,S1ANDM53,43460.50903,43460.63611
8933,S1ANDM53,43460.96319,43461.28333
8934,S1ANDM53,43461.92639,43462.34931
8935,S1ANDM53,43462.95625,43463.27153
8936,S1ANDM53,43463.95278,43464.27847
8937,S1ANDM53,43464.96528,43465.26319
8938,S1ANDM53,43465.92292,43466.28542
8939,S1ANDM54,43435.55278,43435.59931
8940,S1ANDM54,43435.84861,43436.46806
8941,S1ANDM54,43437.14375,43437.39653
8942,S1ANDM54,43437.73542,43438.46389
8943,S1ANDM54,43443.85972,43444.42292
8944,S1ANDM54,43444.73403,43444.8625
8945,S1ANDM54,43451.61111,43451.66319
8946,S1ANDM54,43452.50486,43452.62986
8947,S1ANDM54,43452.67083,43452.875
8948,S1ANDM54,43452.90278,43453.58542
8949,S1ANDM54,43453.79028,43454.69167
8950,S1ANDM54,43455.79792,43456.59306
8951,S1ANDM54,43456.78542,43457.66806
8952,S1ANDM54,43457.69514,43457.75903
8953,S1ANDM54,43458.46806,43458.67639
8954,S1ANDM54,43458.69514,43458.90069
8955,S1ANDM54,43458.95486,43460.48611
8956,S1ANDM54,43460.56181,43460.6875
8957,S1ANDM54,43460.72986,43461.61319
8958,S1ANDM54,43461.61806,43461.80764
8959,S1ANDM54,43461.84653,43461.925
8960,S1ANDM54,43462.42292,43463.56319
8961,S1ANDM54,43463.60694,43463.73056
8962,S1ANDM54,43463.75625,43463.98403
8963,S1ANDM54,43464.50278,43464.75694
8964,S1ANDM54,43464.76806,43465.65972
8965,S1ANDM54,43465.68056,43466.31597
8966,S1ANDM55,43445.45903,43445.50903
8967,S1ANDM55,43448.51042,43448.56389
8968,S1ANDM55,43450.03958,43450.42431
8969,S1ANDM55,43450.45417,43450.61389
8970,S1ANDM55,43450.61389,43450.74306
8971,S1ANDM60,43448.8125,43449.58819
8972,S1ANDM61,43443.52778,43443.68958
8973,S1ANDM61,43443.82014,43444.37917
8974,S1ANDM61,43444.39861,43444.58819
8975,S1ANDM61,43446.19861,43446.30625
8976,S1ANDM61,43448.45625,43448.6875
8977,S1ANDM61,43448.6875,43449.59444
8978,S1ANDM61,43453.67778,43454.43472
8979,S1ANDM61,43456.51042,43456.55625
8980,S1ANDM61,43457.95972,43458.24653
8981,S1ANDM61,43459.38333,43459.46875
8982,S1ANDM61,43459.475,43459.52778
8983,S1ANDM62,43437.79028,43437.8375
8984,S1ANDM62,43441.75903,43442.50069
8985,S1ANDM62,43443.55139,43443.59861
8986,S1ANDM62,43447.44792,43447.49375
8987,S1ANDM62,43447.45833,43447.62153
8988,S1ANDM62,43447.59722,43447.72847
8989,S1ANDM62,43447.62083,43447.66667
8990,S1ANDM62,43448.91667,43449.51667
8991,S1ANDM62,43452.4625,43452.75
8992,S1ANDM62,43462.33403,43462.50486
8993,S1ANDM68,43440.60903,43440.66667
8994,S1ANDM68,43442.35833,43442.42569
8995,S1ANDM68,43442.43264,43442.49583
8996,S1ANDM69,43438.48264,43438.52778
8997,S1ANDM69,43453.46597,43453.56319
8998,S1ANDM69,43453.57153,43453.75903
8999,S1ANDM69,43454.56944,43454.68889
9000,S1ANDM76,43438.81597,43438.92917
9001,S1ANDM76,43440.94306,43441.44722
9002,S1ANDM76,43441.75556,43441.9875
9003,S1ANDM76,43451.59583,43451.8125
9004,S1ANDM76,43451.72361,43451.775
9005,S1ANDM76,43458.52917,43458.61875
9006,S1ANDM76,43461.92847,43462.01806
9007,S1ANDM76,43463.79931,43463.85903
9008,S1ANDM76,43464.57569,43464.64792
9009,S1ANDM78,43436.09792,43436.45069
9010,S1ANDM78,43436.45972,43436.675
9011,S1ANDM78,43436.77986,43437.64375
9012,S1ANDM78,43438.92361,43439.37431
9013,S1ANDM78,43439.63333,43439.75278
9014,S1ANDM78,43439.75972,43439.8625
9015,S1ANDM78,43440.52917,43440.60833
9016,S1ANDM78,43441.44375,43441.49583
9017,S1ANDM78,43441.61111,43441.66042
9018,S1ANDM78,43441.70347,43442.50833
9019,S1ANDM78,43442.50833,43442.77292
9020,S1ANDM78,43447.78611,43447.88194
9021,S1ANDM78,43452.79792,43452.85486
9022,S1ANDM78,43452.85486,43453.50556
9023,S1ANDM78,43454.49514,43454.54792
9024,S1ANDM78,43456.45417,43456.62222
9025,S1ANDM78,43456.78472,43457.65833
9026,S1ANDM78,43457.78889,43458.69653
9027,S1ANDM78,43458.78264,43459.51875
9028,S1ANDM78,43459.51875,43459.65347
9029,S1ANDM78,43459.59792,43459.65347
9030,S1ANDM78,43459.93889,43460.60208
9031,S1ANDM78,43465.575,43465.63889
9032,S1ANDM99,43437.51389,43437.6125
9033,S1ANDM99,43451.5125,43451.64931
9034,S1ANDM99,43451.70139,43451.76389
9035,S1ANDM99,43452.70972,43452.78056
9036,S1ANDN02,43440.44028,43440.51181
9037,S1ANDN02,43460.36389,43460.43125
9038,S1ANDO02,43442.44653,43442.52361
9039,S1ANDO02,43443.45556,43443.51389
9040,S1ANDO02,43443.59375,43443.69583
9041,S1ANDO02,43444.47153,43444.53333
9042,S1ANDO02,43446.44653,43446.49444
9043,S1ANDO02,43446.49444,43446.60139
9044,S1ANDO02,43446.75208,43446.79653
9045,S1ANDO02,43453.47569,43465.51389
9046,S1ANDO02,43454.59236,43454.69653
9047,S1ANDO03,43464.79861,43465.37292
9048,S1ANDO03,43465.37917,43465.47569
9049,S1ANDO86,43453.875,43454.57639
9050,S1ANDO86,43454.57639,43455.59792
9051,S1ANDP34,43452.54653,43452.63472
9052,S1ANDR01,43437.58819,43437.66875
9053,S1ANDR01,43465.44236,43465.50347
9054,S1ANDT77,43437.03681,43437.19792
9055,S1ANDT77,43441.14306,43441.89236
9056,S1ANDT77,43441.91875,43441.97153
9057,S1ANDT77,43443.45625,43443.87083
9058,S1ANDT77,43443.87569,43444.84306
9059,S1ANDT77,43455.16458,43455.22292
9060,S1ANDT77,43455.91458,43456.40208
9061,S1ANDT77,43456.51111,43456.55347
9062,S1ANDT77,43458.43681,43458.49028
9063,S1ANDT77,43458.82014,43458.8625
9064,S1ANDT77,43462.77292,43463.74792
9065,S1ANDT77,43463.74792,43464.42778
9066,S1ANDT77,43464.82361,43465.87361
9067,S1ANDT78,43463.62014,43463.68125
9068,S1ANDT83,43449.69583,43449.79236
9069,S1ANDT83,43449.80417,43449.87292
9070,S1ANDT83,43449.87292,43450.57778
9071,S1ANDT83,43452.37153,43452.56875
9072,S1ANDT83,43452.56875,43454.64861
9073,S1ANDT85,43440.17014,43440.22222
9074,S1ANDT85,43443.12917,43444.66458
9075,S1ANDT85,43445.27153,43445.40208
9076,S1ANDT85,43445.45208,43445.54583
9077,S1ANDT85,43445.56042,43446.58333
9078,S1ANDT85,43446.60694,43448.44792
9079,S1ANDT85,43455.15694,43455.25556
9080,S1ANDT85,43455.88819,43456.35625
9081,S1ANDT85,43456.51667,43456.575
9082,S1ANDT85,43456.59028,43456.65139
9083,S1ANDT85,43456.60208,43462.78125
9084,S1ANDT85,43456.675,43456.75208
9085,S1ANDT85,43457.0125,43457.14306
9086,S1ANDT85,43458.39583,43458.43958
9087,S1ANDT85,43461.69236,43461.74097
9088,S1ANDT86,43456.71667,43457.29236
9089,S1ANDT86,43457.62986,43457.69861
9090,S1ANDT86,43458.44792,43458.49514
9091,S1ANDT86,43463.93542,43466.825
9092,S1ANDT87,43440.06042,43440.10694
9093,S1ANDT87,43444.69167,43444.73472
9094,S1ANDU01,43445.43472,43446.47986
9095,S1ANDU04,43435.62292,43435.70486
9096,S1ANDU04,43447.89444,43448.42361
9097,S1ANDU11,43436.83958,43437.48681
9098,S1ANDU11,43443.42917,43444.47431
9099,S1ANDU11,43444.47153,43444.70625
9100,S1ANDU11,43444.47361,43444.575
9101,S1ANDU11,43444.48403,43444.70625
9102,S1ANDU11,43457.47222,43458.48889
9103,S1ANDU11,43464.55139,43465.46597
9104,S1ANDU11,43465.65069,43466.45764
9105,S1ANDU12,43455.50764,43455.56389
9106,S1ANDU12,43455.51597,43455.62431
9107,S1ANDU12,43455.52014,43455.56389
9108,S1ANDU13,43458.43125,43458.63681
9109,S1ANDZ03,43435.00347,43435.42708
9110,S1ANDZ03,43435.66528,43435.71111
9111,S1ANDZ03,43460.4625,43460.56181
9112,S1ANDZ03,43464.47083,43464.57153
9113,S1ANDZ03,43464.83819,43465.41806
9114,S1ANDZ04,43439.62708,43439.68542
9115,S1ANDZ04,43451.92708,43452.35903
9116,S1ANDZ05,43435.63056,43435.67778
9117,S1ANDZ05,43448.36042,43448.40694
9118,S1ANDZ05,43458.42153,43458.47153
9119,S1ANDZ06,43463.74514,43463.80208
9120,S1ANDZ07,43436.52917,43436.57778
9121,S1ANDZ09,43463.84306,43464.32153
9122,S1ANDZ09,43464.56389,43464.79306
9123,S1ANDZ10,43438.00139,43438.10486
9124,S1ANDZ10,43438.24375,43438.31389
9125,S1ANDZ10,43438.35625,43438.40903
9126,S1ANDZ10,43447.91458,43448.30486
9127,S1ANDZ10,43448.31944,43448.39097
9128,S1ANDZ11,43447.63542,43447.68819
9129,S1ANDZ11,43448.41875,43448.57708
9130,S1ANDZ11,43448.94097,43449.45972
9131,S1ANDZ11,43449.46944,43449.52708
9132,S1ANDZ11,43449.54236,43449.69514
9133,S1ANDZ11,43450.42292,43450.53264
9134,S1ANDZ11,43450.54931,43450.61944
9135,S1ANDZ11,43450.7375,43450.80625
9136,S1ANDZ11,43451.31806,43451.39722
9137,S1ANDZ11,43451.39792,43451.53333
9138,S1ANDZ12,43435.76806,43435.83194
9139,S1ANDZ12,43436.64236,43436.69236
9140,S1ANDZ12,43445.60069,43445.68264
9141,S1ANDZ12,43447.975,43448.35
9142,S1ANDZ12,43448.43819,43448.51458
9143,S1ANDZ12,43449.84861,43449.91181
9144,S1ANDZ12,43451.67708,43451.72153
9145,S1ANDZ12,43451.76736,43452.27431
9146,S1ANDZ12,43453.27847,43453.32847
9147,S1ANDZ12,43454.02014,43454.30556
9148,S1ANDZ12,43454.57153,43454.61458
9149,S1ANDZ12,43455.26528,43455.31042
9150,S1ANDZ12,43457.37222,43457.45556
9151,S1ANDZ12,43457.45486,43457.54861
9152,S1ANDZ12,43457.76875,43457.82778
9153,S1ANDZ12,43459.71875,43459.90556
9154,S1ANDZ14,43435.54097,43435.62569
9155,S1ANDZ14,43435.62569,43435.69861
9156,S1ANDZ14,43436.89722,43437.35625
9157,S1ANDZ14,43437.75208,43437.83403
9158,S1ANDZ14,43438.34444,43438.46736
9159,S1ANDZ14,43438.46736,43438.56111
9160,S1ANDZ14,43440.53681,43440.81181
9161,S1ANDZ14,43440.96875,43441.37222
9162,S1ANDZ14,43441.55417,43441.78958
9163,S1ANDZ14,43462.8875,43463.36111
9164,S1ANDZ14,43464.50625,43464.62153
9165,S1ANDZ15,43441.84028,43442.44028
9166,S1ANDZ15,43442.06875,43442.32639
9167,S1ANDZ15,43443.09028,43443.34375
9168,S1ANDZ15,43443.46319,43443.52639
9169,S1ANDZ15,43444.07986,43444.28125
9170,S1ANDZ15,43444.28542,43444.35139
9171,S1ANDZ15,43444.52153,43444.56736
9172,S1ANDZ15,43445.02917,43445.43403
9173,S1ANDZ15,43446.65694,43446.71042
9174,S1ANDZ15,43446.72292,43446.80694
9175,S1ANDZ15,43447.65625,43448.00833
9176,S1ANDZ15,43452.97847,43453.51875
9177,S1ANDZ15,43453.51875,43453.64931
9178,S1ANDZ15,43459.91042,43460.47292
9179,S1ANDZ15,43460.47292,43460.57917
9180,S1ANDZ15,43461.48264,43461.56181
9181,S1ANDZ15,43461.5875,43461.66181
9182,S1ANDZ15,43461.6625,43461.85
9183,S1ANDZ15,43462.92083,43463.43542
9184,S1ANDZ15,43463.38611,43463.43542
9185,S1ANDZ15,43463.94931,43464.30556
9186,S1ANDZ15,43465.31319,43465.36042
9187,S1ANDZ15,43465.38611,43465.48056
9188,S1ANDZ16,43443.35486,43443.61597
9189,S1ANDZ16,43443.61597,43443.76597
9190,S1ANDZ16,43445.53194,43445.68194
9191,S1ANDZ17,43435.79167,43435.87569
9192,S1ANDZ17,43439.3625,43439.56111
9193,S1ANDZ17,43439.61875,43439.69653
9194,S1ANDZ17,43439.94583,43440.33264
9195,S1ANDZ17,43442.95972,43443.42708
9196,S1ANDZ17,43443.98333,43444.53681
9197,S1ANDZ17,43444.98264,43445.33681
9198,S1ANDZ17,43445.37639,43445.65764
9199,S1ANDZ17,43445.38264,43445.43542
9200,S1ANDZ17,43445.60972,43445.65833
9201,S1ANDZ17,43445.65833,43445.82986
9202,S1ANDZ17,43445.97014,43446.43681
9203,S1ANDZ17,43446.88681,43446.94444
9204,S1ANDZ17,43447.82917,43448.34653
9205,S1ANDZ17,43448.38264,43448.42847
9206,S1ANDZ17,43448.88611,43449.24583
9207,S1ANDZ17,43449.16667,43449.24583
9208,S1ANDZ17,43449.37083,43449.4875
9209,S1ANDZ17,43449.65694,43449.80347
9210,S1ANDZ17,43450.38403,43450.47083
9211,S1ANDZ17,43451.95417,43452.32847
9212,S1ANDZ17,43452.44514,43452.49792
9213,S1ANDZ17,43452.57431,43452.62292
9214,S1ANDZ17,43452.62222,43452.73472
9215,S1ANDZ17,43452.63194,43452.69375
9216,S1ANDZ17,43456.05972,43456.38819
9217,S1ANDZ17,43457.77847,43457.82361
9218,S1ANDZ17,43457.82153,43457.91181
9219,S1ANDZ17,43458.825,43459.42222
9220,S1ANFD37,43435.48542,43435.62847
9221,S1ANFD37,43435.81458,43436.31597
9222,S1ANFD37,43437.34861,43437.41597
9223,S1ANFD37,43437.41667,43438.49236
9224,S1ANFD37,43439.55069,43439.73472
9225,S1ANFD37,43444.52222,43444.68333
9226,S1ANFD37,43451.19583,43451.38333
9227,S1ANFD38,43440.33819,43440.5125
9228,S1ANFD38,43440.52361,43440.60833
9229,S1ANFD38,43440.70417,43440.82083
9230,S1ANFD38,43441.49167,43441.66597
9231,S1ANFD38,43442.39653,43442.50972
9232,S1ANFD38,43451.19583,43451.38472
9233,S1ANFD38,43451.64097,43451.68542
9234,S1ANFD38,43453.50903,43453.63542
9235,S1ANFD38,43453.73542,43453.89375
9236,S1ANFD38,43454.45278,43454.50556
9237,S1ANFD38,43454.56597,43454.63819
9238,S1ANFD38,43454.63819,43454.72847
9239,S1ANFD38,43455.84167,43455.93889
9240,S1ANFD38,43456.475,43456.525
9241,S1ANFD38,43459.51319,43459.67014
9242,S1ANFD38,43463.53056,43463.78264
9243,S1ANFD38,43463.78333,43463.89653
9244,S1ANFD38,43463.99097,43464.58264
9245,S1ANFD38,43464.58264,43465.35903
9246,S1ANFD38,43465.41458,43465.51042
9247,S1ANFD38,43465.51042,43466.4375
9248,S1ANFD38,43465.66111,43465.70417
9249,S1ANFD38,43465.78819,43465.87292
9250,S1ANFD93,43435.46111,43435.68611
9251,S1ANFD93,43450.60486,43450.71806
9252,S1ANFR01,43455.8,43456.53403
9253,S1ANFR01,43455.8,43455.85694
9254,S1ANFR01,43455.95069,43456.26111
9255,S1ANFR01,43456.42708,43456.48056
9256,S1ANFR01,43456.53403,43456.76458
9257,S1ANFR02,43437.49931,43437.58472
9258,S1ANFR11,43441.55694,43441.61875
9259,S1ANFR11,43442.67708,43442.75972
9260,S1ANFR11,43465.74306,43465.81319
9261,S1ANFZ02,43436.72639,43437.40139
9262,S1ANGA05,43442.43889,43444.51944
9263,S1ANGA05,43445.42778,43445.49236
9264,S1ANGA05,43446.59514,43447.58264
9265,S1ANGA05,43449.53611,43449.72153
9266,S1ANGA05,43451.77778,43452.41528
9267,S1ANGA05,43452.65,43453.42569
9268,S1ANGA05,43454.68611,43455.41319
9269,S1ANGA05,43455.42153,43455.48472
9270,S1ANGA05,43455.55556,43455.62917
9271,S1ANGA06,43450.7,43450.75833
9272,S1ANGA06,43452.02083,43452.28403
9273,S1ANGA06,43452.29444,43452.38472
9274,S1ANGA06,43456.60694,43456.6625
9275,S1ANGA06,43460.39306,43461.38403
9276,S1ANGB01,43450.41667,43450.65
9277,S1ANGB01,43464.08819,43465.44583
9278,S1ANGD52,43438.48889,43438.56528
9279,S1ANGD52,43438.58333,43438.71528
9280,S1ANGD52,43438.75139,43438.82222
9281,S1ANGD52,43440.45972,43440.65417
9282,S1ANGD52,43441.8125,43441.96181
9283,S1ANGD52,43441.90417,43441.96181
9284,S1ANGD52,43444.52014,43444.83681
9285,S1ANGD52,43444.52292,43444.83681
9286,S1ANGD52,43444.88403,43445.42778
9287,S1ANGD52,43449.39722,43449.52778
9288,S1ANGD52,43449.52778,43449.74028
9289,S1ANGD52,43449.68333,43449.76181
9290,S1ANGD52,43450.47222,43450.75
9291,S1ANGD52,43451.97083,43452.37917
9292,S1ANGD52,43453.7125,43454.31389
9293,S1ANGD52,43457.53403,43457.63125
9294,S1ANGD52,43458.44444,43458.51042
9295,S1ANGD52,43461.975,43462.36389
9296,S1ANGD52,43462.50069,43463.32986
9297,S1ANGD52,43465.80347,43465.95
9298,S1ANGG03,43435.37639,43435.60694
9299,S1ANGG03,43435.52986,43435.57292
9300,S1ANGG03,43435.60694,43435.66597
9301,S1ANGG03,43435.66667,43435.71111
9302,S1ANGG03,43435.72639,43436.44097
9303,S1ANGG03,43435.78333,43435.82847
9304,S1ANGG03,43436.44028,43436.60694
9305,S1ANGG03,43436.61597,43436.69931
9306,S1ANGG03,43436.78056,43437.47431
9307,S1ANGG03,43436.78472,43436.86944
9308,S1ANGG03,43437.475,43437.54097
9309,S1ANGG03,43437.55208,43437.79583
9310,S1ANGG03,43437.75139,43437.79583
9311,S1ANGG03,43438.79167,43438.8375
9312,S1ANGG08,43444.59167,43446.62778
9313,S1ANGG08,43446.62847,43447.72014
9314,S1ANGG08,43448.90208,43449.41181
9315,S1ANGG08,43450.3875,43450.55694
9316,S1ANGG08,43456.69444,43456.74028
9317,S1ANGG08,43456.88194,43457.52708
9318,S1ANGG08,43457.52708,43457.71319
9319,S1ANGG08,43458.64722,43458.72292
9320,S1ANGG09,43436.59236,43436.67431
9321,S1ANGG09,43444.59167,43446.62986
9322,S1ANGG09,43446.62986,43447.70278
9323,S1ANGG09,43448.70903,43448.82986
9324,S1ANGG09,43449.74653,43449.88542
9325,S1ANGG09,43457.40972,43457.72292
9326,S1ANGG09,43457.79028,43457.83264
9327,S1ANGG10,43441.66111,43441.7875
9328,S1ANGG10,43443.50486,43444.46597
9329,S1ANGG10,43444.59167,43446.63264
9330,S1ANGG20,43435.70972,43435.76319
9331,S1ANGG87,43442.91806,43443.36736
9332,S1ANGG87,43443.39236,43443.45764
9333,S1ANGG87,43451.61528,43451.71667
9334,S1ANGG87,43459.61875,43459.68403
9335,S1ANGH01,43438.37986,43438.70486
9336,S1ANGH01,43442.64306,43442.74444
9337,S1ANGH01,43446.92847,43447.33125
9338,S1ANGH01,43447.34861,43447.51875
9339,S1ANGH01,43448.94097,43449.51181
9340,S1ANGH01,43454.73958,43454.81389
9341,S1ANGH01,43456.30069,43456.40069
9342,S1ANGH01,43461.31319,43461.59792
9343,S1ANGH01,43464.01944,43464.45417
9344,S1ANGH34,43440.17153,43440.22222
9345,S1ANGH34,43445.38681,43445.56042
9346,S1ANGH34,43450.32431,43450.525
9347,S1ANGH34,43455.15764,43455.26111
9348,S1ANGH34,43457.0125,43457.14653
9349,S1ANGH49,43448.67986,43449.74028
9350,S1ANGH49,43448.68194,43448.775
9351,S1ANGH49,43453.63889,43453.725
9352,S1ANGH49,43453.725,43453.77917
9353,S1ANGH55,43435.30694,43435.35903
9354,S1ANGH55,43437.65417,43437.75556
9355,S1ANGH55,43449.30069,43449.34931
9356,S1ANGH55,43449.475,43449.52431
9357,S1ANGH55,43449.52431,43451.53681
9358,S1ANGH55,43453.49306,43453.69097
9359,S1ANGH55,43457.33889,43457.38333
9360,S1ANGH55,43458.79931,43460.79514
9361,S1ANGH55,43460.53194,43460.79514
9362,S1ANGH55,43461.42639,43462.56944
9363,S1ANGH55,43461.70625,43462.47431
9364,S1ANGH55,43464.78542,43465.48264
9365,S1ANGH55,43465.48333,43465.575
9366,S1ANGH57,43439.38472,43439.44306
9367,S1ANGH57,43439.75972,43440.38958
9368,S1ANGH57,43440.40486,43440.45972
9369,S1ANGH57,43443.65,43445.56875
9370,S1ANGH57,43445.56944,43445.75208
9371,S1ANGH57,43447.39861,43447.44722
9372,S1ANGH57,43448.90417,43449.11597
9373,S1ANGH57,43449.35764,43449.47014
9374,S1ANGH57,43449.89167,43449.96806
9375,S1ANGH57,43449.98194,43450.49722
9376,S1ANGH57,43450.89028,43451.55208
9377,S1ANGH57,43452.60139,43453.43333
9378,S1ANGH57,43453.44861,43453.49722
9379,S1ANGH57,43454.71528,43454.82778
9380,S1ANGH57,43454.83542,43454.87917
9381,S1ANGH57,43455.01181,43455.07431
9382,S1ANGH57,43455.10069,43455.15417
9383,S1ANGH57,43455.83542,43456.40486
9384,S1ANGH57,43460.55139,43460.60347
9385,S1ANGH57,43460.70347,43461.44236
9386,S1ANGH57,43462.42778,43462.47986
9387,S1ANGH57,43463.29583,43463.44375
9388,S1ANGH57,43464.33472,43465.3625
9389,S1ANGH57,43465.47292,43465.53889
9390,S1ANGH57,43465.81944,43466.38542
