SR_no,ATM ID,SD & T,ED &T
2168,S1ACDL14,43439.66528,43439.95139
2169,S1ACDL14,43443.56528,43444.57431
2170,S1ACDL14,43447.52083,43447.60417
2171,S1ACDL14,43450.05625,43450.35347
2172,S1ACDL14,43450.74028,43450.83611
2173,S1ACDL14,43451.62083,43451.89653
2174,S1ACDL14,43452.26806,43452.40417
2175,S1ACDL14,43452.925,43453.69306
2176,S1ACDL14,43454.25069,43454.31806
2177,S1ACDL14,43457.06875,43457.40764
2178,S1ACDL14,43460.17361,43460.31667
2179,S1ACDL14,43462.8375,43463.71875
2180,S1ACDL16,43435.29792,43435.37431
2181,S1ACDL16,43439.58681,43439.63681
2182,S1ACDL16,43442.47361,43442.59792
2183,S1ACDL16,43455.7,43464.67778
2184,S1ACDL18,43435.05,43435.25347
2185,S1ACDL18,43435.59167,43437.32708
2186,S1ACDL18,43435.85903,43437.32708
2187,S1ACDL18,43437.32847,43437.39097
2188,S1ACDL18,43437.62778,43437.88056
2189,S1ACDL18,43438.00347,43438.24236
2190,S1ACDL18,43439.04514,43439.23264
2191,S1ACDL18,43441.00556,43441.24097
2192,S1ACDL18,43441.99931,43442.25
2193,S1ACDL18,43442.00417,43442.25
2194,S1ACDL18,43442.34653,43442.39583
2195,S1ACDL18,43443.25903,43444.30208
2196,S1ACDL18,43446.15694,43446.22153
2197,S1ACDL18,43447.80486,43447.95
2198,S1ACDL18,43450.34861,43451.34583
2199,S1ACDL18,43451.40764,43451.70764
2200,S1ACDL18,43451.96528,43452.25278
2201,S1ACDL18,43452.98264,43453.25833
2202,S1ACDL18,43453.44514,43453.50625
2203,S1ACDL18,43454.03056,43454.25069
2204,S1ACDL18,43454.49583,43454.6125
2205,S1ACDL18,43455.08819,43455.24028
2206,S1ACDL18,43456.08403,43456.24236
2207,S1ACDL18,43456.29028,43456.525
2208,S1ACDL18,43456.35694,43458.35139
2209,S1ACDL18,43458.37431,43458.56319
2210,S1ACDL18,43459.08472,43459.26111
2211,S1ACDL18,43460.00556,43460.24722
2212,S1ACDL18,43460.98681,43461.24792
2213,S1ACDL18,43461.57222,43461.85069
2214,S1ACDL18,43462.03472,43462.24375
2215,S1ACDL18,43463.70833,43464.575
2216,S1ACDL18,43463.85694,43465.36389
2217,S1ACDL19,43435.05,43435.33681
2218,S1ACDL19,43435.85903,43437.32708
2219,S1ACDL19,43437.32708,43437.39028
2220,S1ACDL19,43438.00278,43438.24514
2221,S1ACDL19,43439.04514,43439.23056
2222,S1ACDL19,43441.00486,43441.23889
2223,S1ACDL19,43442.00417,43442.24861
2224,S1ACDL19,43442.34653,43442.39375
2225,S1ACDL19,43443.25833,43444.29792
2226,S1ACDL19,43446.15694,43446.22014
2227,S1ACDL19,43450.34861,43451.34583
2228,S1ACDL19,43451.96597,43452.25139
2229,S1ACDL19,43452.98264,43453.25694
2230,S1ACDL19,43454.03056,43454.24861
2231,S1ACDL19,43455.0875,43455.23819
2232,S1ACDL19,43456.08472,43456.24097
2233,S1ACDL19,43456.35694,43458.35139
2234,S1ACDL19,43459.08403,43459.25903
2235,S1ACDL19,43460.00556,43460.24514
2236,S1ACDL19,43460.98611,43461.24653
2237,S1ACDL19,43462.03472,43462.24236
2238,S1ACDL19,43463.85694,43465.36458
2239,S1ACDL27,43436.76458,43437.41111
2240,S1ACDL27,43448.56736,43448.66181
2241,S1ACDL27,43449.82847,43449.87292
2242,S1ACDL27,43450.47639,43450.53611
2243,S1ACDL27,43450.48125,43450.53194
2244,S1ACDL27,43450.53194,43450.57917
2245,S1ACDL27,43450.62847,43450.67292
2246,S1ACDL27,43450.62847,43450.67153
2247,S1ACDL27,43452.48681,43452.52917
2248,S1ACDL28,43441.70139,43441.74722
2249,S1ACDL28,43441.74722,43441.8
2250,S1ACDL28,43446.54236,43446.59931
2251,S1ACDL28,43450.54514,43450.6375
2252,S1ACDL28,43455.15764,43455.25625
2253,S1ACDL29,43444.67639,43444.83194
2254,S1ACDL29,43464.52153,43464.62361
2255,S1ACDL32,43445.82083,43446.32708
2256,S1ACDL32,43446.80278,43447.37014
2257,S1ACDL32,43447.37361,43447.42361
2258,S1ACDL32,43447.80556,43448.3125
2259,S1ACDL32,43448.38194,43448.79583
2260,S1ACDL32,43452.80556,43453.31528
2261,S1ACDL32,43453.79931,43454.40486
2262,S1ACDL32,43454.59514,43455.32639
2263,S1ACDL32,43455.41736,43455.59306
2264,S1ACDL33,43456.61597,43456.7
2265,S1ACDL33,43456.71319,43456.84375
2266,S1ACDL34,43438.72917,43438.90625
2267,S1ACDL34,43441.67222,43441.74028
2268,S1ACDL34,43453.60903,43453.71111
2269,S1ACDL34,43462.57153,43462.61389
2270,S1ACDL36,43442.54097,43444.43194
2271,S1ACDL36,43459.775,43459.85972
2272,S1ACDL37,43455.15764,43455.25764
2273,S1ACDL37,43457.0125,43457.14306
2274,S1ACDL41,43445.45139,43450.32153
2275,S1ACDL41,43451.18958,43451.43958
2276,S1ACDL41,43451.63681,43451.68056
2277,S1ACDL41,43455.07708,43455.15208
2278,S1ACDL41,43455.15694,43458.41875
2279,S1ACDL41,43461.14097,43461.31181
2280,S1ACDL41,43464.1,43464.40972
2281,S1ACDL41,43465.15486,43465.39514
2282,S1ACDL41,43465.46389,43465.65625
2283,S1ACDL41,43465.68403,43465.79375
2284,S1ACDL41,43465.79514,43466.60764
2285,S1ACDL42,43444.53958,43444.61528
2286,S1ACDL42,43464.50278,43464.60764
2287,S1ACDL89,43465.51458,43465.59167
2288,S1ACDL93,43449.49583,43452.74583
2289,S1ACDL95,43443.84028,43444.72292
2290,S1ACDL95,43451.83681,43451.91042
2291,S1ACDL95,43452.93889,43452.99375
2292,S1ACDL97,43436.45,43436.58889
2293,S1ACDL97,43437.53611,43437.59861
2294,S1ACDL97,43437.97292,43438.44583
2295,S1ACDL97,43439.48264,43439.72014
2296,S1ACDL97,43440.63056,43440.69097
2297,S1ACDL97,43440.725,43440.89236
2298,S1ACDL97,43440.89167,43441.50069
2299,S1ACDL97,43441.62708,43441.76736
2300,S1ACDL97,43442.67917,43443.46944
2301,S1ACDL97,43445.47431,43445.5375
2302,S1ACDL97,43453.68889,43453.74861
2303,S1ACDL97,43458.55347,43458.65417
2304,S1ACDM01,43448.61111,43448.65556
2305,S1ACDM01,43452.00139,43452.34236
2306,S1ACDM01,43456.91944,43457.51528
2307,S1ACDM01,43458.73472,43458.81736
2308,S1ACDQ15,43461.65069,43462.70972
2309,S1ACDQ15,43461.82708,43462.63611
2310,S1ACDQ15,43462.70972,43465.53125
2311,S1ACDQ15,43465.5625,43465.64236
2312,S1ACDU01,43435.15764,43435.44514
2313,S1ACDU01,43438.47222,43438.52014
2314,S1ACDU01,43460.88542,43460.96458
2315,S1ACDU01,43460.96458,43461.23125
2316,S1ACDU01,43461.23125,43461.35972
2317,S1ACDU01,43462.18681,43462.30972
2318,S1ACDU01,43463.16458,43463.33681
2319,S1ACDU01,43465.29167,43465.34931
2320,S1ACFH73,43436.70903,43439.36736
2321,S1ACFH73,43440.65278,43440.83542
2322,S1ACFH73,43462.44653,43462.74028
2323,S1ACFH73,43462.74167,43462.89097
2324,S1ACFH73,43462.80347,43462.85486
2325,S1ACFH73,43463.69653,43463.75486
2326,S1ACGB01,43442.81528,43444.74444
2327,S1ACGB01,43446.75694,43447.44653
2328,S1ACGB01,43452.57153,43452.62083
2329,S1ACGB01,43463.43819,43467.75208
2330,S1ACGB09,43461.66181,43462.41458
2331,S1ACGB81,43446.93681,43447.42431
2332,S1ACGB81,43449.50625,43449.56319
2333,S1ACGB81,43451.83194,43452.49306
2334,S1ACGB81,43452.42222,43452.49306
2335,S1ACGB81,43452.52153,43452.65556
2336,S1ACGB81,43452.67708,43452.86042
2337,S1ACGB81,43453.35486,43453.39792
2338,S1ACGB81,43453.39792,43453.56667
2339,S1ACGB81,43453.64167,43454.79375
2340,S1ACGB81,43455.15694,43455.25556
2341,S1ACGB81,43457.0125,43457.14306
2342,S1ACGB81,43460.43681,43460.49097
2343,S1ACGB81,43460.53264,43461.43264
2344,S1ACGB81,43461.64167,43462.51042
2345,S1ACGB81,43465.13333,43465.19931
2346,S1ACGD06,43436.21319,43436.35
2347,S1ACGD06,43437.20972,43437.33264
2348,S1ACGD06,43441.21597,43441.36181
2349,S1ACGD06,43442.74514,43444.35417
2350,S1ACGD06,43446.56806,43446.66042
2351,S1ACGD06,43448.37083,43448.46319
2352,S1ACGD06,43448.52986,43448.69653
2353,S1ACGD06,43448.69653,43448.75625
2354,S1ACGD06,43448.90764,43449.71319
2355,S1ACGD06,43449.81806,43450.37708
2356,S1ACGD06,43450.53264,43450.59861
2357,S1ACGD06,43450.64097,43451.48264
2358,S1ACGD06,43451.49306,43451.67708
2359,S1ACGD06,43456.3625,43456.47222
2360,S1ACGD06,43456.92708,43457.48056
2361,S1ACGD06,43461.27708,43461.35625
2362,S1ACGD06,43465.01806,43465.36875
2363,S1ACGD06,43465.36944,43465.45
2364,S1ACGD76,43455.63681,43460.71111
2365,S1ACGG01,43445.70556,43445.87847
2366,S1ACGG01,43445.87917,43446.39931
2367,S1ACGG01,43453.33889,43453.53333
2368,S1ACGG01,43453.53333,43453.80833
2369,S1ACGG01,43453.80833,43454.50417
2370,S1ACGG01,43454.41111,43454.46667
2371,S1ACGG02,43442.56319,43442.64375
2372,S1ACGG02,43461.50069,43461.58681
2373,S1ACGG97,43439.54236,43439.72917
2374,S1ACGG97,43443.2125,43443.27917
2375,S1ACGG97,43451.57014,43451.68403
2376,S1ACGG97,43458.18264,43458.3125
2377,S1ACGG97,43458.32847,43458.38542
2378,S1ACGG97,43458.51319,43458.72708
2379,S1ACGG97,43464.65903,43464.70417
2380,S1ACGG97,43464.73542,43464.90833
2381,S1ACGN02,43453.43056,43453.51111
2382,S1ACGN02,43457.71319,43458.39861
2383,S1ACGN04,43450.45833,43450.51181
2384,S1ACGN04,43452.35972,43452.40694
2385,S1ACGN04,43457.55833,43457.74722
2386,S1ACGN04,43460.34931,43460.40833
2387,S1ACGN04,43464.37847,43464.44375
2388,S1ACGN04,43464.84097,43465.38125
2389,S1ACGR01,43436.85556,43436.89931
2390,S1ACGR01,43437.90486,43438.31181
2391,S1ACGR01,43438.69097,43438.74722
2392,S1ACGR01,43438.87153,43439.30556
2393,S1ACGR01,43439.89236,43440.30347
2394,S1ACGR01,43440.62847,43440.74167
2395,S1ACGR01,43440.88889,43441.30069
2396,S1ACGR01,43441.89236,43442.29722
2397,S1ACGR01,43442.61597,43442.66458
2398,S1ACGR01,43442.88542,43443.28472
2399,S1ACGR01,43443.90069,43444.3
2400,S1ACGR01,43444.89097,43445.30278
2401,S1ACGR01,43445.7,43445.74722
2402,S1ACGR01,43445.89097,43446.30069
2403,S1ACGR01,43446.82986,43446.90139
2404,S1ACGR01,43446.91042,43447.29792
2405,S1ACGR01,43447.88819,43448.31042
2406,S1ACGR01,43448.89514,43449.29653
2407,S1ACGR01,43449.90347,43450.29514
2408,S1ACGR01,43450.88611,43451.29861
2409,S1ACGR01,43451.73611,43451.78681
2410,S1ACGR01,43451.82292,43451.87153
2411,S1ACGR01,43451.89583,43452.31528
2412,S1ACGR01,43452.89167,43453.30347
2413,S1ACGR01,43453.89444,43454.30903
2414,S1ACGR01,43454.90139,43455.30139
2415,S1ACGR01,43455.65,43455.8125
2416,S1ACGR01,43455.89861,43456.30139
2417,S1ACGR01,43456.86389,43457.31736
2418,S1ACGR01,43457.85833,43458.31597
2419,S1ACGR01,43458.89236,43459.31806
2420,S1ACGR01,43459.79167,43459.85278
2421,S1ACGR01,43459.87083,43460.31042
2422,S1ACGR01,43460.87222,43461.30069
2423,S1ACGR01,43461.67083,43461.74722
2424,S1ACGR01,43461.89306,43462.30972
2425,S1ACGR01,43462.88889,43463.30556
2426,S1ACGR01,43463.49514,43463.54931
2427,S1ACGR01,43463.63958,43463.72917
2428,S1ACGR01,43463.65417,43463.72847
2429,S1ACGR01,43463.88958,43464.3125
2430,S1ACGR01,43464.5875,43464.73125
2431,S1ACGR01,43464.88472,43465.30278
2432,S1ACGR01,43465.88819,43466.30556
2433,S1ACGU79,43438.87778,43439.43264
2434,S1ACGU79,43455.76806,43458.64306
2435,S1ACGU79,43463.50278,43463.61736
2436,S1ACGU84,43435.84792,43437.54028
2437,S1ACGU84,43440.62292,43440.78819
2438,S1ACGU84,43444.40347,43444.81042
2439,S1ACGU84,43446.54306,43446.67639
2440,S1ACGU84,43452.45972,43452.59583
2441,S1ACGW05,43437.70833,43437.81181
2442,S1ACGW05,43437.75278,43437.80972
2443,S1ACGW05,43449.78333,43466.72708
2444,S1ACGW05,43461.56597,43461.61042
2445,S1ACGW05,43461.67431,43466.72708
2446,S1ACGY03,43452.21736,43452.36597
2447,S1ACGY04,43437.75139,43438.43194
2448,S1ACGY04,43439.52917,43441.72153
2449,S1ACGY04,43443.53333,43443.60417
2450,S1ACGY04,43444.40694,43444.45069
2451,S1ACGY04,43445.36528,43445.46042
2452,S1ACGY04,43446.71597,43447.50486
2453,S1ACGY04,43446.73542,43447.44931
2454,S1ACGY04,43447.74861,43448.39583
2455,S1ACGY04,43447.74861,43448.39583
2456,S1ACGY04,43451.70556,43452.34514
2457,S1ACGY04,43459.49514,43459.5875
2458,S1ACGY04,43460.42222,43460.70556
2459,S1ACGY05,43452.50694,43452.64861
2460,S1ACGY05,43465.41528,43465.52292
2461,S1ACHA01,43435.76319,43435.87847
2462,S1ACHA01,43436.87708,43437.46111
2463,S1ACHA01,43439.47847,43439.52917
2464,S1ACHA01,43439.55417,43440.57292
2465,S1ACHA01,43440.51111,43440.57292
2466,S1ACHA01,43444.24375,43444.36458
2467,S1ACHA01,43458.64167,43458.70139
2468,S1ACHA01,43460.49097,43460.73542
2469,S1ACHA08,43465.65764,43465.76111
2470,S1ACHB89,43443.45278,43444.56319
2471,S1ACHL12,43437.49931,43437.57083
2472,S1ACHL12,43440.75833,43440.83264
2473,S1ACHL12,43442.68958,43443.30278
2474,S1ACHL12,43444.47708,43444.57639
2475,S1ACHL12,43444.79028,43445.42014
2476,S1ACHL12,43445.59931,43445.65556
2477,S1ACHL12,43448.83542,43449.59236
2478,S1ACHL12,43449.69028,43449.86736
2479,S1ACHL12,43452.23472,43452.32222
2480,S1ACHL12,43454.60972,43454.69514
2481,S1ACHL12,43458.51944,43458.575
2482,S1ACHN58,43442.4875,43442.70417
2483,S1ACHN58,43443.40764,43443.82639
2484,S1ACHN58,43443.52014,43443.61528
2485,S1ACHN58,43443.82639,43444.52431
2486,S1ACHN58,43448.54028,43448.58611
2487,S1ACHN65,43440.525,43440.80417
2488,S1ACHN65,43448.62847,43449.53958
2489,S1ACHN65,43455.15694,43455.25556
2490,S1ACHN65,43457.0125,43457.14306
2491,S1ACHN65,43463.63056,43463.69653
2492,S1ACHR10,43439.63819,43439.77153
2493,S1ACHR10,43440.60208,43440.6625
2494,S1ACHR10,43447.33403,43447.43472
2495,S1ACHR10,43450.08333,43450.35972
2496,S1ACHR10,43451.56597,43451.63333
2497,S1ACHR10,43455.69722,43456.42014
2498,S1ACHR10,43456.42014,43457.35486
2499,S1ACHR10,43457.69583,43457.79514
2500,S1ACHR10,43460.61944,43460.68542
2501,S1ACHR10,43460.68542,43461.61111
2502,S1ACHR10,43461.56111,43461.61111
2503,S1ACHR13,43436.30556,43436.39722
2504,S1ACHR13,43438.56528,43438.63194
2505,S1ACHR13,43447.62569,43447.70069
2506,S1ACHR13,43449.97083,43450.35556
2507,S1ACHR13,43450.01944,43450.31389
2508,S1ACHR13,43450.42986,43450.51042
2509,S1ACHR13,43451.24306,43451.39375
2510,S1ACHR13,43451.31458,43451.39375
2511,S1ACHR13,43451.39444,43451.56528
2512,S1ACHR13,43452.58056,43452.67639
2513,S1ACHR13,43453.72778,43453.78194
2514,S1ACHR17,43455.15694,43455.25486
2515,S1ACHR17,43457.0125,43457.15
2516,S1ACHR29,43455.15694,43455.25556
2517,S1ACHR29,43457.0125,43457.14306
2518,S1ACHR53,43438.44097,43438.51042
2519,S1ACHR53,43438.86875,43438.92917
2520,S1ACHR53,43439.19097,43439.64028
2521,S1ACHR53,43439.67153,43439.80625
2522,S1ACHR53,43441.48472,43441.63681
2523,S1ACHR53,43441.65694,43441.83333
2524,S1ACHR53,43442.56319,43442.63472
2525,S1ACHR53,43442.725,43443.31181
2526,S1ACHR53,43443.34792,43443.47639
2527,S1ACHR53,43444.72431,43444.77431
2528,S1ACHR53,43444.86528,43444.98819
2529,S1ACHR53,43446.17361,43446.28056
2530,S1ACHR53,43446.43056,43446.48681
2531,S1ACHR53,43446.49375,43446.73819
2532,S1ACHR53,43446.73611,43447.56944
2533,S1ACHR53,43447.50625,43447.56389
2534,S1ACHR53,43447.51111,43447.56944
2535,S1ACHR53,43447.78542,43448.49444
2536,S1ACHR53,43448.30347,43448.39583
2537,S1ACHR53,43448.49514,43448.70972
2538,S1ACHR53,43448.93472,43449.02153
2539,S1ACHR53,43449.37569,43449.45069
2540,S1ACHR53,43449.66319,43449.71389
2541,S1ACHR53,43449.71389,43450.54583
2542,S1ACHR53,43451.89375,43452.51667
2543,S1ACHR53,43453.86875,43454.52083
2544,S1ACHR53,43455.15764,43455.25556
2545,S1ACHR53,43456.39236,43456.55347
2546,S1ACHR53,43457.0125,43457.14306
2547,S1ACHR53,43457.40833,43457.53472
2548,S1ACHR53,43459.09375,43459.34722
2549,S1ACHR53,43464.47292,43464.59792
2550,S1ACHR54,43462.8,43462.84375
2551,S1ACHR54,43463.07847,43463.41667
2552,S1ACHR64,43436.62083,43436.70694
2553,S1ACHR64,43446.33889,43446.42292
2554,S1ACHR64,43447.45903,43447.50486
2555,S1ACHR64,43449.34306,43449.39653
2556,S1ACHR64,43450.40833,43450.48125
2557,S1ACHR64,43452.41875,43452.47431
2558,S1ACHR64,43454.59167,43454.65972
2559,S1ACHR64,43454.66528,43454.87431
2560,S1ACHR64,43454.87431,43456.66458
2561,S1ACHR64,43455.15694,43455.25556
2562,S1ACHR64,43455.65833,43455.75347
2563,S1ACHR64,43457.01181,43457.14653
2564,S1ACHR64,43460.50069,43460.5625
2565,S1ACHR64,43462.47292,43462.51736
2566,S1ACHR64,43463.55208,43463.6
2567,S1ACHR64,43464.38125,43464.44792
2568,S1ACHR64,43464.64167,43464.70278
2569,S1ACHR72,43435.60903,43435.6625
2570,S1ACHR72,43449.62847,43449.69306
2571,S1ACHR72,43451.77431,43452.45625
2572,S1ACHR72,43459.78819,43460.51667
2573,S1ACHU01,43435.82778,43437.39167
2574,S1ACHU01,43437.85347,43438.3875
2575,S1ACHU01,43438.83611,43439.38264
2576,S1ACHU01,43439.80833,43440.38264
2577,S1ACHU01,43440.76458,43441.3875
2578,S1ACHU01,43441.75694,43444.38681
2579,S1ACHU01,43444.46806,43444.53472
2580,S1ACHU01,43444.72778,43445.38264
2581,S1ACHU01,43445.78125,43446.38611
2582,S1ACHU01,43446.84444,43447.38611
2583,S1ACHU01,43447.80347,43448.38958
2584,S1ACHU01,43448.81319,43449.38542
2585,S1ACHU01,43449.79792,43451.38333
2586,S1ACHU01,43451.78194,43452.38889
2587,S1ACHU01,43452.68958,43453.51806
2588,S1ACHU01,43453.81042,43454.38333
2589,S1ACHU01,43454.76181,43455.3875
2590,S1ACHU01,43458.68958,43460.38611
2591,S1ACHU01,43460.83542,43461.44792
2592,S1ACHU01,43461.82708,43462.3875
2593,S1ACHU01,43462.81597,43463.38194
2594,S1ACHU01,43463.79861,43465.44861
2595,S1ACHU01,43465.82569,43466.38889
2596,S1ACHW68,43437.71806,43437.79931
2597,S1ACHW68,43437.79931,43438.45208
2598,S1ACHW68,43441.43333,43441.50625
2599,S1ACHW68,43455.15694,43455.25903
2600,S1ACHW68,43455.57361,43455.69236
2601,S1ACHW68,43457.01181,43457.14444
2602,S1ACHW68,43460.95417,43461.08056
2603,S1ACID15,43456.99306,43457.62014
2604,S1ACID50,43438.05417,43438.40278
2605,S1ACID50,43456.65278,43456.76667
2606,S1ACID50,43460.45069,43460.71389
2607,S1ACID50,43463.39236,43463.45903
2608,S1ACJA05,43445.20556,43445.28611
2609,S1ACJB01,43441.63611,43441.71875
2610,S1ACJG27,43437.95069,43438.31111
2611,S1ACJG27,43448.375,43448.43333
2612,S1ACJG27,43450.52083,43450.57986
2613,S1ACJG27,43450.59236,43450.68194
2614,S1ACJG27,43458.49931,43458.57847
2615,S1ACJH01,43444.42708,43444.59028
2616,S1ACJH01,43444.80764,43445.4375
2617,S1ACJH01,43445.67361,43446.52153
2618,S1ACJH01,43458.47569,43458.56528
2619,S1ACJH01,43460.58125,43465.60278
2620,S1ACJH01,43460.59653,43460.64375
2621,S1ACJH01,43460.6625,43461.71111
2622,S1ACJH01,43461.71181,43461.76389
2623,S1ACJK27,43435.94375,43436.32083
2624,S1ACJK27,43436.95486,43437.30833
2625,S1ACJK27,43437.99028,43438.31111
2626,S1ACJK27,43438.89236,43439.31458
2627,S1ACJK27,43439.97083,43440.31042
2628,S1ACJK27,43440.96319,43441.31806
2629,S1ACJK27,43441.96806,43442.30903
2630,S1ACJK27,43442.95694,43443.44583
2631,S1ACJK27,43443.99236,43444.30694
2632,S1ACJK27,43444.98611,43445.31875
2633,S1ACJK27,43445.97222,43446.31597
2634,S1ACJK27,43446.98542,43447.3125
2635,S1ACJK27,43447.96806,43448.26111
2636,S1ACJK27,43448.96736,43449.31042
2637,S1ACJK27,43449.55069,43449.64514
2638,S1ACJK27,43449.95625,43450.31111
2639,S1ACJK27,43450.95347,43451.31667
2640,S1ACJK27,43451.95833,43452.32292
2641,S1ACJK27,43452.95833,43453.3125
2642,S1ACJK27,43453.96806,43454.30972
2643,S1ACJK27,43454.96944,43455.30903
2644,S1ACJK27,43455.95764,43456.30903
2645,S1ACJK27,43456.96806,43457.32153
2646,S1ACJK27,43457.95278,43458.30972
2647,S1ACJK27,43458.47639,43458.51944
2648,S1ACJK27,43458.48194,43458.55278
2649,S1ACJK27,43458.96042,43459.30069
2650,S1ACJK27,43459.97153,43460.3125
2651,S1ACJK27,43460.95833,43461.31528
2652,S1ACJK27,43461.95556,43462.32361
2653,S1ACJK27,43462.95625,43463.29931
2654,S1ACJK27,43463.82292,43463.92014
2655,S1ACJK27,43463.96458,43464.33264
2656,S1ACJK27,43464.97778,43465.31458
2657,S1ACJK27,43465.95417,43466.34028
2658,S1ACJK29,43435.03333,43435.26597
2659,S1ACJK29,43435.34236,43435.39097
2660,S1ACJK31,43435.11319,43435.21806
2661,S1ACJK31,43442.15278,43442.21528
2662,S1ACJK31,43449.03819,43449.16667
2663,S1ACJK31,43454.60347,43454.65208
2664,S1ACJK31,43456.06042,43456.22917
2665,S1ACJK31,43465.08819,43465.21736
2666,S1ACJK32,43436.59931,43437.41111
2667,S1ACJK32,43437.41111,43437.54097
2668,S1ACJK32,43439.74306,43440.60972
2669,S1ACJK32,43440.51319,43440.60972
2670,S1ACJK32,43440.78611,43441.75278
2671,S1ACJK32,43442.69444,43442.87639
2672,S1ACJK32,43442.87778,43447.78056
2673,S1ACJK32,43443.49514,43443.75556
2674,S1ACJK32,43456.64306,43456.74583
2675,S1ACJK32,43458.59514,43458.86181
2676,S1ACJK32,43459.57639,43459.69028
2677,S1ACJK32,43460.04097,43460.18264
2678,S1ACJK32,43460.20417,43460.41042
2679,S1ACJK32,43462.03611,43462.17986
2680,S1ACJK32,43462.44653,43463.72153
2681,S1ACJK32,43464.84097,43465.41806
2682,S1ACJK35,43435.24097,43435.30278
2683,S1ACJK35,43435.34583,43435.39792
2684,S1ACJK35,43435.71667,43435.77083
2685,S1ACJK35,43435.81875,43435.91181
2686,S1ACJK35,43436.3,43436.46111
2687,S1ACJK35,43436.54792,43436.65278
2688,S1ACJK35,43436.69861,43436.80208
2689,S1ACJK35,43436.82708,43436.9125
2690,S1ACJK35,43437.30833,43437.43889
2691,S1ACJK35,43437.82708,43437.93125
2692,S1ACJK35,43438.31319,43438.4125
2693,S1ACJK35,43438.89792,43438.96181
2694,S1ACJK35,43439.30903,43439.41042
2695,S1ACJK35,43439.82014,43439.93194
2696,S1ACJK35,43440.32361,43440.38194
2697,S1ACJK35,43440.64236,43440.73472
2698,S1ACJK35,43440.84583,43440.92569
2699,S1ACJK35,43441.30278,43441.41597
2700,S1ACJK35,43441.84375,43441.93264
2701,S1ACJK35,43441.98611,43442.32847
2702,S1ACJK35,43442.3375,43442.75347
2703,S1ACJK35,43442.78819,43442.92014
2704,S1ACJK35,43443.34306,43443.72431
2705,S1ACJK35,43443.75278,43444.05417
2706,S1ACJK35,43444.29306,43444.39931
2707,S1ACJK35,43444.61528,43444.66944
2708,S1ACJK35,43444.79653,43444.93403
2709,S1ACJK35,43445.31944,43445.43333
2710,S1ACJK35,43445.82778,43445.89583
2711,S1ACJK35,43446.31319,43446.42708
2712,S1ACJK35,43446.81875,43446.93403
2713,S1ACJK35,43447.28264,43447.34028
2714,S1ACJK35,43447.35625,43447.43681
2715,S1ACJK35,43447.81806,43447.91319
2716,S1ACJK35,43448.27639,43448.41042
2717,S1ACJK35,43448.84167,43449.42708
2718,S1ACJK35,43450.31875,43450.36319
2719,S1ACJK35,43450.66458,43450.71944
2720,S1ACJK35,43450.75903,43450.87917
2721,S1ACJK35,43451.84236,43452.36736
2722,S1ACJK35,43455.81458,43455.87153
2723,S1ACJK35,43456.38333,43456.47569
2724,S1ACJK35,43457.43125,43457.74653
2725,S1ACJK35,43457.88056,43457.93194
2726,S1ACJK35,43458.33194,43458.37708
2727,S1ACJK35,43458.55764,43458.63333
2728,S1ACJK35,43458.56319,43458.63333
2729,S1ACJK35,43458.82986,43458.87917
2730,S1ACJK35,43459.56111,43459.6875
2731,S1ACJK35,43459.76875,43459.84028
2732,S1ACJK35,43461.31667,43461.38333
2733,S1ACJK35,43461.57361,43461.73889
2734,S1ACJK35,43461.8125,43461.88056
2735,S1ACJK35,43463.32431,43463.38264
2736,S1ACJK35,43464.31111,43464.37222
2737,S1ACJK35,43464.50833,43464.55278
2738,S1ACJK35,43464.6875,43464.74444
2739,S1ACJK35,43464.80486,43464.86042
2740,S1ACJK35,43465.32708,43465.38056
2741,S1ACJL93,43439.72222,43439.78611
2742,S1ACJL93,43454.43403,43454.53958
2743,S1ACJL93,43454.55764,43454.61806
2744,S1ACJL93,43455.15764,43455.25625
2745,S1ACJL93,43457.01181,43457.14306
2746,S1ACJL93,43464.74861,43465.64375
2747,S1ACJL93,43464.76875,43464.82917
2748,S1ACJM01,43435.93889,43436.3
2749,S1ACJM01,43436.94722,43437.29653
2750,S1ACJM01,43437.94583,43438.30486
2751,S1ACJM01,43438.96458,43439.29861
2752,S1ACJM01,43439.97014,43440.29722
2753,S1ACJM01,43440.95833,43441.29653
2754,S1ACJM01,43441.92431,43442.29444
2755,S1ACJM01,43442.95764,43443.30069
2756,S1ACJM01,43443.50486,43443.59167
2757,S1ACJM01,43443.9375,43444.29653
2758,S1ACJM01,43444.95764,43445.29792
2759,S1ACJM01,43445.94583,43446.29722
2760,S1ACJM01,43446.95417,43447.29861
2761,S1ACJM01,43447.95833,43448.30556
2762,S1ACJM01,43448.95625,43449.3
2763,S1ACJM01,43449.97292,43450.29722
2764,S1ACJM01,43450.925,43451.30486
2765,S1ACJM01,43451.96528,43452.30139
2766,S1ACJM01,43452.96042,43453.36944
2767,S1ACJM01,43453.95208,43454.30069
2768,S1ACJM01,43454.96042,43455.30139
2769,S1ACJM01,43455.98333,43456.29514
2770,S1ACJM01,43456.9375,43457.30625
2771,S1ACJM01,43457.92569,43458.29583
2772,S1ACJM01,43459.01806,43459.30208
2773,S1ACJM01,43459.91875,43460.29583
2774,S1ACJM01,43460.95208,43461.30069
2775,S1ACJM01,43462.01319,43462.30417
2776,S1ACJM01,43462.94028,43463.29861
